1	2	3	4	5		
2123, 2 3 4 5				
4101, 2 3 4 5				
4514, 4	
6430, 2 3 4 5				
8007, 2 3 4 5							
	2377, 1 3 4 5					
	3140, 1 3 4 5			
	4225, 1 3 4 5	
	4547, 3 5		
	6519, 1 3 4 5			
	7972, 1 3 4 5				
		1999, 1 2 4 5		
		4118, 1 2 4 5	
		4632, 2 5	
		6389, 1 2 4 5		
		7955, 1 2 4 5			
			1986, 1 2 3 5	
			4321, 1 2 3 5	
			4514, 1	
			5380, 2 3 5		
			6203, 1 2 3 5 	
			6475, 1 2 3 5 	
			8007, 1 2 3 5	
				1959, 1 2 3 4
				4304, 1 2 3 4
				4542, 2 3
				6356, 1 2 3 4
				8090, 1 2 3 4
