1	2	3	4	5
3239, 2 3 4 5				
6364, 2 3 4 5				
6661, 2 3 4 5				
8022, 2 3 4 5				
	3218, 1 3 4 5			
	6365, 1 3 4 5			
	6651, 1 3 4 5			
	8032, 1 3 4 5			
		3247, 1 2 4 5		
		6344, 1 2 4 5		
		6654, 1 2 4 5		
		8027, 1 2 4 5		
			3229, 1 2 3 5	
			6321, 1 2 3 5	
			6644, 1 2 3 5	
			8037, 1 2 3 5	
				3229, 1 2 3 4
				6330, 1 2 3 4
				6673, 1 2 3 4
				8026, 1 2 3 4
