1	2	3	4	5
3675, 3 5		
4840, 3 5			
5931, 3 5			
7434, 2 3 4 5			
8959, 3 5				
9678, 2 3 4 5			
	3725, 4			
	5734, 4			
	6379, 4			
	7306, 1 3 4 5			
	9004, 4			
	9724, 1 3 4 5
	10456, 3 5		
		3589, 1 5		
		4988, 1 5		
		5854, 1 5		
		7359, 1 2 4 5
		9011, 1 5		
		9744, 1 2 4 5		
		10503, 2 5	
			3689, 2	
			5675, 2	
			6407, 2	
			7325, 1 2 3 5	
			8705, 2	
			8959, 2	
			9691, 1 2 3 5
				3663, 1 3
				4968, 1 3
				5807, 1 3
				7493, 1 2 3 4
				9011, 1 3
				9784, 1 2 3 4
				10403, 2 3
