1	2	3	4	5
3779, 2 3 4 5			
6290, 2 3 4 5				
7288, 2 3 4 5				
7919, 4				
8669, 4				
9115, 2 3 4 5		
	3930, 1 3 4 5			
	6362, 1 3 4 5			
	7470, 4			
	7981, 4			
	8050, 4			
	8566, 3 5			
	8990, 1 3 4 5		
		3845, 1 2 4 5
		6493, 1 2 4 5
		7439, 5	
		8484, 2 5	
		9103, 1 2 4 5	
			3792, 1 2 3 5
			6362, 1 2 3 5
			7470, 2
			8040, 2
			8182, 1
			8714, 1
			9022, 2 3 5	
				3781, 1 2 3 4
				6342, 1 2 3 4
				7407, 3
				8507, 2 3
				8987, 1 2 3 4
